Location,Location2,Location3,State,County,Land Area,WaterArea,Latitude,Longitude,Population Growth Rate,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,Number of Burgalaries reported,MedianAge,Crime Rate,Homicide Reported,CBSA_Type,FinanceNumber,Property Crime Rate,Housing Construction,HouseholdsPerZipCode,AverageHouseValue,Elevation
Illinois|Staunton ,Staunton ,Staunton ,IL,Macoupin,21.6355,0.254,39.016386,-89.797713,-4.47%,3439,22,23,31,4,22,7,1684,1796,3,40.8,74,,Metro,167446,33.5,-0.08%,1438,118300,627
Illinois|Steger ,Steger ,Steger ,IL,Cook,2.4095,0.0015,41.4741,-87.630518,-1.13%,3677,1021,708,70,2,58,266,2404,2531,7,36.8,458,,Metro,167458,211,1.81%,1979,133800,596
Illinois|Sterling ,Sterling ,Sterling ,IL,Whiteside,61.77,1.036,41.824412,-89.73257,-0.49%,9782,393,2118,111,8,107,955,5316,5651,10,40.4,581,0.5,Micro,167464,274,-0.45%,4417,98100,670
Illinois|Stockton ,Stockton ,Stockton ,IL,Jo Daviess,64.633,0,42.332094,-90.040478,3.94%,1700,15,35,8,0,8,6,862,860,3,45.9,37,,,167500,15.5,-1.47%,721,99800,601
Illinois|Streamwood ,Streamwood ,Streamwood ,IL,Cook,3.9855,0.017,42.020804,-88.18116,0.93%,13648,1032,5628,3232,26,285,2368,9898,10066,12,34.8,705,,Metro,160504,332,0.22%,6532,221800,596
Illinois|Streator ,Streator ,Streator ,IL,La Salle,72.535,0.0745,41.109236,-88.855258,-0.59%,9514,285,847,68,5,53,326,4936,5131,8,41.7,486,,Micro,167536,229.5,0.19%,4147,85900,509
Illinois|Sycamore ,Sycamore ,Sycamore ,IL,Dekalb,34.664,0.2745,42.00622,-88.703525,-0.94%,10147,350,830,216,7,65,342,5379,5541,8,35.9,224,,Metro,167614,104,0.49%,4275,190700,850
Illinois|Taylorville ,Taylorville ,Taylorville ,IL,Christian,62.951,0.986,39.553154,-89.297242,-0.62%,7841,252,162,58,7,42,65,4283,3895,9,41.7,165,,Micro,167680,70.5,-2.10%,3234,91900,634
Illinois|Thomasboro ,Thomasboro ,Thomasboro ,IL,Champaign,13.8905,0.011,40.241807,-88.156037,5.01%,691,27,14,7,2,5,4,351,366,6,44.5,27,,Metro,167740,8,8.37%,316,98800,725
Illinois|Thornton ,Thornton ,Thornton ,IL,Cook,1.688,0.0405,41.565569,-87.603252,-0.29%,1021,129,103,16,2,20,46,583,613,3,41.7,33,,Metro,167764,12.5,4.35%,493,137200,596
Illinois|Tilton ,Tilton ,Tilton ,IL,Vermilion,0.7795,0.0055,40.09706,-87.64728,-4.74%,1057,5,24,3,1,7,5,514,548,2,44.3,70,,Metro,161974,31,-3.22%,477,59000,597
Illinois|Tinley Park ,Tinley Park ,Tinley Park ,IL,Cook,10.685,0.0185,41.56732,-87.775432,0.51%,17095,918,1362,721,19,77,548,9096,9985,13,40.7,975,,Metro,167782,464.5,1.14%,7806,227900,596
Illinois|Tolono ,Tolono ,Tolono ,IL,Champaign,30.295,0.0275,39.974148,-88.263378,-7.67%,2046,34,24,24,2,18,7,1042,1050,3,36.7,33,,Metro,167806,13,-9.61%,802,147400,725
Illinois|Troy ,Troy ,Troy ,IL,Madison,15.377,0.2775,38.702961,-89.878857,-0.35%,6926,169,165,101,8,64,54,3553,3631,6,37.2,124,,Metro,167896,55.5,1.95%,2660,185000,433
Illinois|Urbana ,Urbana ,Urbana ,IL,Champaign,44.1125,0.0615,40.109312,-88.211906,0.41%,9563,2335,820,3527,51,109,398,7929,7540,25,23.2,1597,,Metro,167944,733.5,-1.38%,6168,152100,725
Illinois|Valmeyer ,Valmeyer ,Valmeyer ,IL,Monroe,34.0075,3.2965,38.26746,-90.31481,-1.04%,792,2,10,7,1,5,3,402,398,1,36.1,22,,Metro,167974,10,-2.90%,281,170800,717
Illinois|Vandalia ,Vandalia ,Vandalia ,IL,Fayette,68.451,0.753,38.876192,-89.088494,-2.37%,4567,498,113,30,1,42,55,2865,2252,,38.6,206,,,167980,93.5,-2.13%,1795,91200,512
Illinois|Vernon Hills ,Vernon Hills ,Vernon Hills ,IL,Lake,3.9845,0.0975,42.235875,-87.963534,0.42%,9448,320,1459,2627,17,58,688,6184,6690,5,38.5,531,,Metro,165448,258.5,-0.51%,4864,351600,587
Illinois|Vienna ,Vienna ,Vienna ,IL,Johnson,54.312,0.634,37.423928,-88.89868,0.33%,2049,501,136,13,1,19,90,1660,983,1,38.7,10,,,168058,4,-2.75%,790,95600,404
Illinois|Villa Park ,Villa Park ,Villa Park ,IL,Dupage,3.2965,0.041,41.87868,-87.973514,-0.11%,11193,933,2730,1259,17,121,1234,7242,7177,4,36.7,515,,Metro,168070,248,-3.67%,5387,252100,746
Illinois|Virden ,Virden ,Virden ,IL,Macoupin,25.2805,0.022,39.51913,-89.74873,-0.13%,2040,10,21,11,1,12,4,1000,1060,5,39,55,,Metro,168088,22.5,-5.64%,847,79800,627
Illinois|Virginia ,Virginia ,Virginia ,IL,Cass,54.0235,0.0455,39.956673,-90.198109,-1.95%,1194,12,23,6,0,8,5,603,611,0,44.6,1,,,168100,0.5,-2.66%,508,78800,622
Illinois|Walnut ,Walnut ,Walnut ,IL,Bureau,48.2885,0.034,41.568771,-89.599936,0.11%,1130,8,28,7,1,6,5,560,581,1,41.6,16,,Micro,168130,7,1.70%,437,99000,700
Illinois|Warrensburg ,Warrensburg ,Warrensburg ,IL,Macon,22.15,0,39.955043,-89.06885,-3.02%,746,13,4,6,2,5,1,382,375,0,39.4,4,,Metro,168184,2,-0.54%,296,106700,670
Illinois|Warrenville ,Warrenville ,Warrenville ,IL,Dupage,3.4395,0.1215,41.825718,-88.20472,-0.08%,5717,307,1383,291,9,74,533,3371,3399,2,36.9,111,,Metro,168190,50,2.33%,2515,240600,746
Illinois|Warsaw ,Warsaw ,Warsaw ,IL,Hancock,47.739,4.2185,40.29727,-91.368436,-10.56%,1013,4,8,6,2,6,3,513,512,0,44.9,4,0.5,Micro,168196,1,-9.33%,439,87000,678
Illinois|Washington ,Washington ,Washington ,IL,Tazewell,28.409,0.006,40.695618,-89.434327,0.43%,11613,131,207,168,11,61,70,5787,6086,3,38,175,,Metro,168214,83,0.66%,4675,149700,533
Illinois|Watseka ,Watseka ,Watseka ,IL,Iroquois,64.937,0.241,40.78854,-87.731789,-0.13%,3476,46,131,32,3,16,78,1724,1872,4,44.5,180,,,168238,85.5,4.43%,1529,88700,637
Illinois|Waukegan ,Waukegan ,Waukegan ,IL,Lake,14.1365,0.911,42.3639,-87.8447,-0.17%,0,0,0,0,0,0,0,0,0,103,0,2966,3,Metro,168256,1288,-1.39%,0,0,587
Illinois|Waverly ,Waverly ,Waverly ,IL,Morgan,43.835,0.0175,39.597761,-89.944111,-7.52%,1041,7,4,2,1,5,1,517,530,0,41.6,5,,Micro,168262,2.5,-2.15%,436,81100,614
Illinois|Wayne ,Wayne ,Wayne ,IL,Dupage,4.059,0.1425,41.952996,-88.255866,-4.17%,1159,12,47,51,3,5,9,606,619,0,46.5,7,,Metro,168268,3.5,2.82%,426,669700,746
Illinois|West Chicago ,West Chicago ,West Chicago ,IL,Dupage,15.168,0.401,41.89612,-88.212409,0.82%,13640,478,7868,1046,16,159,3376,9366,8898,7,33,371,,Metro,168328,173,0.43%,5286,263600,746
Illinois|West Frankfort ,West Frankfort ,West Frankfort ,IL,Franklin,32.2005,0.6785,37.891654,-88.903192,-0.82%,6212,42,92,39,2,50,30,3069,3244,0,40.7,161,,,168358,77.5,1.19%,2654,59700,462
Illinois|Westchester ,Westchester ,Westchester ,IL,Cook,2.4105,0,41.852258,-87.889,0.21%,6357,1255,1247,372,9,56,500,3932,4455,2,46.2,163,,Metro,164968,79,1.47%,3446,277900,596
Illinois|Western Springs ,Western Springs ,Western Springs ,IL,Cook,1.7625,0,41.808033,-87.903238,0.45%,6322,36,181,123,5,14,45,3139,3342,0,42.2,46,,Metro,168340,22,1.09%,2199,566700,596
Illinois|Westmont ,Westmont ,Westmont ,IL,Dupage,2.4435,0.0465,41.793466,-87.970596,1.22%,9228,1161,1438,1678,14,97,573,5917,6509,4,38.1,298,,Metro,168370,139.5,1.30%,5037,290500,746
Illinois|Westville ,Westville ,Westville ,IL,Vermilion,10.6445,0,40.04663,-87.637559,0.88%,2182,29,21,13,1,17,8,1071,1149,3,41.3,56,,Metro,168400,24.5,-1.54%,944,74700,597
Illinois|Wheaton ,Wheaton ,Wheaton ,IL,Dupage,8.407,0.2225,41.853144,-88.122942,0.30%,13049,752,742,775,14,88,153,7206,7302,6,36.2,398,,Metro,168412,185,1.47%,4775,351100,746
Illinois|Wheeling ,Wheeling ,Wheeling ,IL,Cook,4.6955,0.03,42.124293,-87.924184,0.36%,12996,520,5879,2588,15,228,2971,9259,9558,12,36.1,544,,Metro,168424,249,-1.78%,7228,229700,596
Illinois|White Hall ,White Hall ,White Hall ,IL,Greene,31.1365,0.047,39.404224,-90.442804,-2.61%,1480,5,8,2,0,6,4,728,762,4,41.9,36,,,168430,14,-2.14%,601,60700,624
Illinois|Willow Springs ,Willow Springs ,Willow Springs ,IL,Cook,2.9185,0.1345,41.719617,-87.88075,4.33%,2450,33,227,88,3,10,84,1317,1306,2,43.5,34,0.5,Metro,168484,14,8.65%,1065,318100,596
Illinois|Willowbrook ,Willowbrook ,Willowbrook ,IL,Dupage,7.2395,0.181,41.742901,-87.934676,0.61%,10653,1265,812,1756,16,58,307,6536,7207,1,44.7,125,,Metro,163654,60,-0.47%,5610,402500,746
Illinois|Wilmette ,Wilmette ,Wilmette ,IL,Cook,2.675,0.6745,42.07736,-87.729568,0.33%,11802,138,450,1684,12,35,139,6483,7027,3,44.8,362,,Metro,168490,176,-0.28%,4861,665600,596
Illinois|Wilmington ,Wilmington ,Wilmington ,IL,Will,54.9935,2.414,41.297813,-88.078303,0.69%,5796,46,217,24,1,55,81,3026,2900,1,43.7,55,,Metro,168496,24,4.63%,2372,180500,536
Illinois|Winfield ,Winfield ,Winfield ,IL,Dupage,2.3225,0.039,41.87175,-88.158404,0.57%,4966,109,295,243,5,31,82,2610,2722,0,44,42,,Metro,168526,21,-1.67%,1932,300500,746
Illinois|Winnebago ,Winnebago ,Winnebago ,IL,Winnebago,27.576,0.0045,42.313169,-89.272204,-3.69%,2935,36,75,21,1,25,26,1502,1508,0,39.8,46,,Metro,168538,23,-0.22%,1111,164800,730
Illinois|Winnetka ,Winnetka ,Winnetka ,IL,Cook,4.256,0.776,42.106639,-87.759794,1.75%,9143,72,499,495,6,22,164,4792,4994,1,44,103,,Metro,168544,50.5,2.61%,3472,875600,596
Illinois|Winthrop Harbor ,Winthrop Harbor ,Winthrop Harbor ,IL,Lake,2.4,0.408,42.478778,-87.830418,-1.34%,3227,92,263,107,2,33,90,1699,1750,2,42.6,56,0.5,Metro,168556,23,-2.21%,1320,206800,587
Illinois|Wood Dale ,Wood Dale ,Wood Dale ,IL,Dupage,2.8015,0.067,41.966532,-87.98137,0.20%,6098,122,1468,420,5,45,632,3550,3605,1,41.7,159,,Metro,168580,75,1.77%,2677,272600,746
Illinois|Wood River ,Wood River ,Wood River ,IL,Madison,3.484,0.043,38.863044,-90.079284,-0.59%,5475,113,103,39,1,29,28,2716,2903,8,38.4,483,,Metro,168604,227.5,3.03%,2346,87800,433
Illinois|Woodridge ,Woodridge ,Woodridge ,IL,Dupage,4.346,0.094,41.734142,-88.04445,-0.17%,11746,1599,2192,2054,22,114,903,7884,8136,9,36.2,410,0.5,Metro,162208,186.5,-0.10%,6121,262700,746
Illinois|Woodstock ,Woodstock ,Woodstock ,IL,Mchenry,52.6365,0.038,42.322091,-88.467115,-0.66%,14156,388,3147,395,20,135,1346,8107,8007,11,37.4,393,,Metro,168616,179.5,0.05%,5863,234100,942
Illinois|Worth ,Worth ,Worth ,IL,Cook,1.2205,0.0065,41.688488,-87.79456,-0.76%,5084,160,620,136,7,28,230,2752,2780,3,38,141,,Metro,168634,65.5,-1.46%,2218,189200,596
Illinois|Yorkville ,Yorkville ,Yorkville ,IL,Kendall,38.9395,0.363,41.608482,-88.438596,-1.52%,10458,368,1040,219,4,51,301,5576,5632,1,34.4,175,,Metro,168676,83,0.43%,3914,265500,584
Illinois|Zion ,Zion ,Zion ,IL,Lake,11.3565,0.57,42.454209,-87.874854,0.37%,9201,4435,3967,503,33,186,1976,7495,8058,56,33.7,987,0.5,Metro,168694,408.5,0.48%,5223,176600,587
Indiana|Alexandria ,Alexandria ,Alexandria ,IN,Madison,36.922,0.08,40.23911,-85.673842,0.54%,5150,41,80,21,2,25,38,2577,2653,0,42.2,110,,Metro,170110,54.5,-0.08%,2129,95700,874
Indiana|Angola ,Angola ,Angola ,IN,Steuben,58.651,2.703,41.662029,-85.000477,-2.49%,8728,107,353,85,7,62,139,4546,4469,1,37.7,371,,Micro,170220,183.5,-2.18%,3431,126900,1060
Indiana|Auburn ,Auburn ,Auburn ,IN,De Kalb,43.1395,0.134,41.334652,-85.031102,-0.98%,9134,73,208,72,3,43,82,4573,4742,2,39.3,278,,Micro,170352,135,-0.29%,3660,125000,860
Indiana|Aurora ,Aurora ,Aurora ,IN,Dearborn,36.4225,0.4895,39.061074,-84.95973,3.84%,5143,28,54,23,10,32,19,2595,2617,2,41,134,,Metro,170363,63.5,3.03%,2005,143400,0
Indiana|Avon ,Avon ,Avon ,IN,Hendricks,15.321,0.153,39.761798,-86.396741,1.40%,14480,860,590,516,32,94,219,7737,8141,24,36.4,670,,Metro,172090,308.5,1.69%,5710,176000,896
Indiana|Bargersville ,Bargersville ,Bargersville ,IN,Johnson,13.607,0.002,39.507,-86.195068,5.98%,2902,28,52,31,2,24,13,1533,1431,2,37.3,137,,Metro,170429,67,5.31%,1092,154700,731
Indiana|Bedford ,Bedford ,Bedford ,IN,Lawrence,91.364,0.706,38.870981,-86.466136,0.45%,13667,107,184,121,12,128,66,6787,7129,3,41.9,523,,Micro,170473,254,1.69%,5752,100000,688
Indiana|Beech Grove ,Beech Grove ,Beech Grove ,IN,Marion,1.622,0,39.7141,-86.088764,-0.82%,6098,141,258,66,5,54,152,2993,3394,3,38.9,650,,Metro,170484,312.5,-0.50%,2645,97200,708
Indiana|Berne ,Berne ,Berne ,IN,Adams,29.8605,0.0755,40.672923,-84.935905,-2.38%,3773,27,111,16,0,15,50,1872,1978,0,31.7,34,,Micro,170550,16,-1.14%,1254,110400,798
Indiana|Bluffton ,Bluffton ,Bluffton ,IN,Wells,64.4175,0.452,40.709629,-85.17438,1.23%,7145,69,194,50,2,49,85,3559,3764,0,39.6,350,,Metro,170682,174.5,-0.20%,2934,105200,829
Indiana|Boonville ,Boonville ,Boonville ,IN,Warrick,62.3675,0.977,38.061852,-87.25307,1.45%,6857,50,73,21,3,38,37,3421,3528,19,42.3,204,,Metro,170715,82.5,0.90%,2709,105400,395
Indiana|Bremen ,Bremen ,Bremen ,IN,Marshall,49.776,0.373,41.470324,-86.164419,-1.28%,4691,24,520,34,2,26,323,2489,2546,12,37.7,92,,Micro,170814,32.5,-1.24%,1801,132600,790
Indiana|Brownsburg ,Brownsburg ,Brownsburg ,IN,Hendricks,20.023,0.1395,39.865212,-86.382804,0.45%,15841,624,444,311,20,79,213,8214,8617,17,37.2,404,,Metro,170946,180,2.15%,6125,164400,896
Indiana|Brownstown ,Brownstown ,Brownstown ,IN,Jackson,41.449,0.402,38.858358,-86.045135,6.27%,2799,8,39,11,4,14,14,1444,1382,1,40,104,,Micro,170957,51.5,-0.21%,1077,133300,552
Indiana|Cedar Lake ,Cedar Lake ,Cedar Lake ,IN,Lake,13.778,0.703,41.373628,-87.464439,1.55%,6853,51,440,54,5,52,187,3602,3483,8,36.4,242,,Metro,171375,111,-3.32%,2583,162600,735
Indiana|Charlestown ,Charlestown ,Charlestown ,IN,Clark,39.934,0.42,38.453954,-85.602502,0.11%,6842,201,355,49,8,42,251,3549,3718,0,37,230,,Metro,171474,114.5,-0.76%,2692,157000,844
Indiana|Clarksville ,Clarksville ,Clarksville ,IN,Clark,4.7065,0.1065,38.313654,-85.771663,-0.66%,8431,759,1010,85,9,92,660,4692,5072,43,38,1873,0.5,Metro,174136,876,1.94%,4201,105700,844
Indiana|Clinton ,Clinton ,Clinton ,IN,Vermillion,35.9565,0.5765,39.683908,-87.456386,-0.11%,4996,25,45,18,6,30,19,2482,2561,7,40.8,117,,Metro,171661,50.5,3.51%,2054,76400,493
Indiana|Columbia City ,Columbia City ,Columbia City ,IN,Whitley,102.615,1.137,41.153153,-85.480622,-0.03%,11367,74,188,67,13,94,70,5722,5819,5,40.6,155,,Metro,171771,71.5,-0.65%,4557,131400,839
Indiana|Columbus ,Columbus ,Columbus ,IN,Bartholomew,140.9535,1.009,39.191689,-86.026646,1.43%,18713,575,1456,874,45,140,833,10444,10388,7,36.5,2046,,Metro,171782,1000.5,0.50%,8068,126900,629
Indiana|Crawfordsville ,Crawfordsville ,Crawfordsville ,IN,Montgomery,117.279,0.168,40.025943,-86.893591,-0.88%,13332,226,807,127,11,88,363,7046,6923,98,39.5,656,,Micro,171925,227,-0.28%,5524,115000,769
Indiana|Danville ,Danville ,Danville ,IN,Hendricks,44.0685,0.1665,39.772361,-86.554182,2.33%,7220,77,102,41,6,40,32,3620,3716,12,38.2,128,,Metro,172090,51.5,-2.86%,2717,155600,896
Indiana|Decatur ,Decatur ,Decatur ,IN,Adams,86.249,0.1735,40.829896,-84.937892,-0.96%,9135,58,542,35,6,48,211,4631,4758,2,38.8,196,,Micro,172123,95.5,-0.43%,3654,113000,798
Indiana|Delphi ,Delphi ,Delphi ,IN,Carroll,67.364,0.663,40.585216,-86.638454,1.01%,3889,27,227,9,1,30,120,1992,2033,2,40.2,65,,Metro,172167,30,-2.41%,1546,100900,580
Indiana|Dyer ,Dyer ,Dyer ,IN,Lake,6.778,0,41.461195,-87.500729,1.45%,9554,308,999,324,7,61,348,5065,5344,5,41.8,205,,Metro,172387,94.5,0.88%,3785,214400,735
Indiana|East Chicago ,East Chicago ,East Chicago ,IN,Lake,7.0045,0.123,41.649691,-87.448674,-0.71%,5576,6568,7553,38,17,165,2938,6955,7895,67,30.9,1471,3.5,Metro,172409,611,-0.36%,5362,86800,735
Indiana|Edinburgh ,Edinburgh ,Edinburgh ,IN,Johnson,30.808,0.233,39.384915,-85.931954,-2.35%,3844,76,259,8,6,26,159,2115,1949,5,39.2,444,,Metro,172486,215.5,0.45%,1511,97900,731
Indiana|Elkhart ,Elkhart ,Elkhart ,IN,Elkhart,46.529,1.273,41.71776,-85.972794,0.15%,17584,1434,1903,376,27,211,1142,9686,10446,273,38.7,2929,0.5,Metro,172541,1141.5,0.29%,7986,119000,796
Indiana|Elwood ,Elwood ,Elwood ,IN,Madison,39.315,0,40.285106,-85.823844,-1.80%,5737,38,168,25,9,32,73,2873,2959,5,41.2,176,0.5,Metro,172574,82,-2.29%,2360,82500,874
Indiana|Evansville ,Evansville ,Evansville ,IN,Vanderburgh,118.2855,1.469,37.9744,-87.5555,0.34%,0,0,0,0,0,0,0,0,0,161,0,7506,4.5,Metro,172651,3441.5,0.21%,0,0,383
Indiana|Fairmount ,Fairmount ,Fairmount ,IN,Grant,36.207,0.019,40.415614,-85.68154,0.64%,2453,13,24,6,2,12,12,1225,1251,6,42.8,64,,Micro,172695,26.5,-0.12%,1015,85500,821
Indiana|Fort Wayne ,Fort Wayne ,Fort Wayne ,IN,Allen,148.754,0.2465,41.1306,-85.1289,0.81%,0,0,0,0,0,0,0,0,0,177,0,9168,6,Metro,172915,4176,0.60%,0,0,788
Indiana|Frankfort ,Frankfort ,Frankfort ,IN,Clinton,125.7185,0.082,40.318902,-86.468821,0.42%,10697,90,2145,43,11,84,1212,5942,6004,5,36.5,841,,Micro,172992,410.5,-0.35%,4324,96900,849
Indiana|Franklin ,Franklin ,Franklin ,IN,Johnson,62.565,0.097,39.48279,-86.057811,0.29%,15029,295,357,151,12,97,175,7550,7969,33,36.7,1027,1,Metro,173003,476,-0.33%,5755,127300,731
Indiana|Garrett ,Garrett ,Garrett ,IN,De Kalb,13.0575,0.0435,41.32279,-85.14039,1.35%,3863,36,121,31,11,31,51,1925,2035,1,35.7,191,,Micro,173157,94,1.08%,1475,90000,860
Indiana|Gary ,Gary ,Gary ,IN,Lake,24.1925,1.1425,41.5936,-87.3467,-1.11%,0,0,0,0,0,0,0,0,0,177,0,4764,18.5,Metro,173168,2026,0.68%,0,0,735
Indiana|Gas City ,Gas City ,Gas City ,IN,Grant,5.7045,0,40.489462,-85.6013,-3.70%,3137,59,77,19,2,26,24,1549,1659,9,39.9,185,,Micro,173179,84,2.76%,1296,87200,821
Indiana|Goshen ,Goshen ,Goshen ,IN,Elkhart,69.0095,0.4425,41.55551,-85.857401,-0.09%,13076,385,3204,250,21,118,1830,7412,7924,4,34.4,1276,,Metro,173300,620,0.53%,5469,123200,796
Indiana|Greenfield ,Greenfield ,Greenfield ,IN,Hancock,84.738,0.341,39.814712,-85.782985,-0.52%,18884,191,307,193,11,131,92,9469,9803,11,39.4,392,,Metro,173410,181.5,0.90%,7458,145200,888
Indiana|Greensburg ,Greensburg ,Greensburg ,IN,Decatur,149.3525,0.344,39.31801,-85.479184,-0.55%,10192,59,190,108,7,52,85,5144,5272,14,38.8,107,,Micro,173432,38,-1.74%,4072,118900,941
Indiana|Greenwood ,Greenwood ,Greenwood ,IN,Johnson,31.889,0.1575,39.609978,-86.178535,1.29%,14496,233,641,273,28,101,337,7487,7720,88,38.9,2112,,Metro,173476,960.5,0.61%,5851,162500,731
Indiana|Griffith ,Griffith ,Griffith ,IN,Lake,4.636,0.0115,41.521707,-87.422792,-0.37%,7280,1520,1232,96,9,83,447,4426,4777,15,36.3,506,0.5,Metro,173498,232,0.45%,3623,139000,735
Indiana|Hagerstown ,Hagerstown ,Hagerstown ,IN,Wayne,22.518,0.0475,39.935692,-85.163675,2.35%,2010,24,26,14,1,8,10,1016,1025,2,40.9,30,,Micro,173542,12.5,-3.18%,816,120500,939
Indiana|Hartford City ,Hartford City ,Hartford City ,IN,Blackford,58.2595,0.197,40.465544,-85.333292,-1.31%,4860,40,46,17,5,43,23,2409,2505,0,43.2,205,,,173663,102,1.55%,2032,79600,908
Indiana|Highland ,Highland ,Highland ,IN,Lake,3.4495,0.0115,41.546588,-87.45677,-0.50%,10723,563,1524,254,7,78,496,5693,6171,3,41.5,632,,Metro,173586,308.5,-0.49%,4962,154900,735
Indiana|Hobart ,Hobart ,Hobart ,IN,Lake,17.6115,0.193,41.518491,-87.236295,0.75%,13916,922,2334,170,12,158,858,7615,8008,36,38.2,1823,,Metro,173872,870,1.11%,6095,128500,735
Indiana|INDIANAPOLIS ,INDIANAPOLIS ,Indianapolis ,IN,Marion,207.1615,3.7595,39.775737,-86.109626,0.78%,10261,3917,2251,128,30,283,1540,7946,7536,6063,33.5,52298,68,Metro,174037,"20,697",0.11%,5989,73200,708
Indiana|Jasper ,Jasper ,Jasper ,IN,Dubois,61.899,1.182,38.423875,-86.940136,-0.55%,10064,56,600,85,6,41,336,5193,5312,18,40.4,181,,Micro,174125,72.5,-0.23%,4131,137100,467
Indiana|Jeffersonville ,Jeffersonville ,Jeffersonville ,IN,Clark,17.0815,0.1985,38.334532,-85.694307,0.83%,18573,3425,916,360,43,211,487,10913,11449,109,37.7,1708,0.5,Metro,174136,720.5,0.51%,9292,123600,844
Indiana|Kendallville ,Kendallville ,Kendallville ,IN,Noble,37.717,0.5315,41.44224,-85.27733,-1.17%,7278,56,308,69,5,49,183,3668,3864,13,37.8,298,,Micro,174202,135.5,-0.83%,2955,107700,963
Indiana|Kokomo ,Kokomo ,Kokomo ,IN,Howard,96.0165,0.321,40.524927,-86.175758,1.49%,16827,1903,553,154,18,226,248,9104,9713,48,40.3,2236,1.5,Metro,174378,1037,0.49%,7650,86800,813
Indiana|La Porte ,La Porte ,La Porte ,IN,La Porte,97.11,1.366,41.621848,-86.739311,-0.96%,20493,699,1514,180,16,145,755,10827,10998,9,40.2,781,1,Metro,174631,373.5,-0.27%,8502,131600,815
Indiana|Lafayette ,Lafayette ,Lafayette ,IN,Tippecanoe,120.851,0.6945,40.417615,-86.887842,1.02%,1544,135,104,68,2,31,47,966,794,108,29.3,3777,1,Metro,174477,1713,1.13%,982,133800,549
Indiana|Lake Station ,Lake Station ,Lake Station ,IN,Lake,4.3425,0.0655,41.572731,-87.265592,-1.37%,4869,309,1670,34,6,82,839,2936,2938,5,35.6,638,,Metro,173168,308,-2.59%,2122,87400,735
Indiana|Lawrenceburg ,Lawrenceburg ,Lawrenceburg ,IN,Dearborn,27.671,0.548,39.162674,-84.891373,-1.18%,11206,200,141,87,6,60,71,5637,5829,3,39.3,149,0.5,Metro,174664,69,0.13%,4314,162900,0
Indiana|Ligonier ,Ligonier ,Ligonier ,IN,Noble,34.882,0.1725,41.460346,-85.577165,3.14%,3381,26,1553,23,3,23,915,2169,2113,1,28.7,13,,Micro,174829,6,4.21%,1271,100200,963
Indiana|Linton ,Linton ,Linton ,IN,Greene,33.5315,0.366,39.062924,-87.146653,-0.21%,4595,13,44,18,2,34,16,2269,2366,1,41.3,210,,,174884,103.5,0.75%,1943,82800,529
Indiana|Logansport ,Logansport ,Logansport ,IN,Cass,92.6595,1.089,40.743059,-86.37463,-1.10%,12513,368,2323,223,21,135,1431,7224,7209,2,37.7,845,,Micro,174928,414.5,-1.38%,5451,76700,592
Indiana|Lowell ,Lowell ,Lowell ,IN,Lake,59.0305,0.3045,41.255106,-87.408781,0.85%,8533,59,508,44,4,65,177,4369,4393,22,38.9,126,,Metro,174972,41,1.01%,3173,167400,735
Indiana|Marion ,Marion ,Marion ,IN,Grant,95.461,0.3155,40.604879,-85.611015,-0.16%,9226,776,390,149,9,86,193,4855,5299,20,44,1341,0.5,Micro,175137,626.5,-1.44%,4420,92700,821
Indiana|Merrillville ,Merrillville ,Merrillville ,IN,Lake,14.761,0.0145,41.480962,-87.316428,-0.74%,9166,9053,2408,367,18,153,1059,8979,10192,35,36.2,1349,2,Metro,173168,615,-1.66%,7633,130800,735
Indiana|Michigan City ,Michigan City ,Michigan City ,IN,La Porte,38.661,1.244,41.679644,-86.868234,-0.72%,16484,5106,1099,215,19,220,491,11139,10674,17,40.2,1482,1.5,Metro,175390,691,-0.46%,8638,107500,815
Indiana|Mishawaka ,Mishawaka ,Mishawaka ,IN,St Joseph,28.9185,0.32,41.619622,-86.138166,-0.72%,14381,835,485,174,17,176,232,7430,7950,23,37.2,2458,,Metro,175566,1176,-1.03%,6332,99600,712
Indiana|Mooresville ,Mooresville ,Mooresville ,IN,Morgan,37.6605,0.5195,39.581844,-86.366978,-0.75%,11400,59,136,62,5,79,40,5640,5887,2,40.3,323,,Metro,175764,159,-0.83%,4358,146900,599
Indiana|Mount Vernon ,Mount Vernon ,Mount Vernon ,IN,Posey,104.011,3.967,37.927768,-87.898404,-0.29%,6537,164,82,25,3,47,44,3335,3379,0,40.8,337,,Metro,175885,168.5,-0.54%,2626,115300,374
Indiana|Munster ,Munster ,Munster ,IN,Lake,3.785,0.0405,41.550459,-87.502968,-0.43%,10295,458,1205,768,7,61,428,5671,6131,5,44.8,407,,Metro,173586,193,-0.48%,4508,200400,735
Indiana|Nappanee ,Nappanee ,Nappanee ,IN,Elkhart,37.332,0.0275,41.431318,-85.992528,2.72%,5999,47,254,24,6,26,122,3059,3097,0,32,120,,Metro,175940,57.5,1.91%,2075,153200,796
Indiana|New Albany ,New Albany ,New Albany ,IN,Floyd,21.9465,0.2405,38.28118,-85.841003,0.76%,21160,2240,828,344,24,190,469,11353,12383,20,38,2165,1.5,Metro,175984,1037.5,0.71%,9795,127100,460
